epoch,step,train_loss_epoch,train_loss_step
0,49,,12.456704139709473
0,99,,10.037751197814941
0,143,8.940299034118652,
1,149,,4.231494903564453
1,199,,6.232532501220703
1,249,,3.8329670429229736
1,287,7.723069190979004,
2,299,,7.743243217468262
2,349,,7.815357208251953
2,399,,4.397309303283691
2,431,6.535332679748535,
3,449,,5.073709011077881
3,499,,7.617279052734375
3,549,,7.351467132568359
3,575,5.935105323791504,
4,599,,4.125980377197266
4,649,,4.84329891204834
4,699,,5.62368631362915
4,719,5.278379440307617,
5,749,,5.342438697814941
5,799,,2.5119197368621826
5,849,,3.4491968154907227
5,863,4.979813575744629,
6,899,,5.392817497253418
6,949,,5.794059753417969
6,999,,2.143855094909668
6,1007,4.527185440063477,
7,1049,,4.946563720703125
7,1099,,7.671205520629883
7,1149,,4.883545875549316
7,1151,4.35153341293335,
8,1199,,6.703422546386719
8,1249,,5.727276802062988
8,1295,4.147658348083496,
9,1299,,3.866619110107422
9,1349,,3.217912197113037
9,1399,,3.578352451324463
9,1439,3.8820250034332275,
10,1449,,3.189831495285034
10,1499,,1.7139031887054443
10,1549,,3.4801025390625
10,1583,3.731905221939087,
11,1599,,2.7069859504699707
11,1649,,2.646580219268799
11,1699,,3.2553393840789795
11,1727,3.9460432529449463,
12,1749,,2.7292070388793945
12,1799,,2.2203993797302246
12,1849,,2.315000057220459
12,1871,3.4466400146484375,
13,1899,,5.082419395446777
13,1949,,3.6633734703063965
13,1999,,3.1363377571105957
13,2015,3.488006114959717,
14,2049,,2.302197217941284
14,2099,,2.0942492485046387
14,2149,,3.2354183197021484
14,2159,3.379472494125366,
15,2199,,1.315352201461792
15,2249,,2.060905933380127
15,2299,,1.2056097984313965
15,2303,3.128552198410034,
16,2349,,1.7304381132125854
16,2399,,2.1989035606384277
16,2447,3.332549571990967,
17,2449,,1.9743808507919312
17,2499,,2.378141164779663
17,2549,,0.7926630973815918
17,2591,3.187824249267578,
18,2599,,3.3608198165893555
18,2649,,2.3031930923461914
18,2699,,4.063103675842285
18,2735,3.09932017326355,
19,2749,,2.274747133255005
19,2799,,3.3432483673095703
19,2849,,2.2665038108825684
19,2879,3.1359446048736572,
20,2899,,3.4534873962402344
20,2949,,5.2724928855896
20,2999,,1.3092159032821655
20,3023,2.939518690109253,
21,3049,,2.7731728553771973
21,3099,,4.250788688659668
21,3149,,4.223193645477295
21,3167,3.0455868244171143,
22,3199,,2.5316355228424072
22,3249,,2.5832557678222656
22,3299,,1.5009325742721558
22,3311,3.0129966735839844,
23,3349,,3.461791515350342
23,3399,,1.1967943906784058
23,3449,,3.018162727355957
23,3455,3.014263153076172,
24,3499,,3.208787202835083
24,3549,,2.7729344367980957
24,3599,,1.988230586051941
24,3599,2.9494218826293945,
25,3649,,2.4180490970611572
25,3699,,1.7442225217819214
25,3743,2.90310001373291,
26,3749,,2.309493064880371
26,3799,,1.852089524269104
26,3849,,4.266461372375488
26,3887,2.925645589828491,
27,3899,,2.6495537757873535
27,3949,,2.2745656967163086
27,3999,,2.7532589435577393
27,4031,2.7300729751586914,
28,4049,,3.8772807121276855
28,4099,,1.2018327713012695
28,4149,,5.69351863861084
28,4175,2.7974812984466553,
29,4199,,2.82075834274292
29,4249,,2.5283076763153076
29,4299,,4.068336486816406
29,4319,2.817952871322632,
30,4349,,2.0926036834716797
30,4399,,3.272066354751587
30,4449,,1.441763162612915
30,4463,2.8279976844787598,
31,4499,,3.6516997814178467
31,4549,,2.560062885284424
31,4599,,5.613071441650391
31,4607,2.694013833999634,
32,4649,,3.2222883701324463
32,4699,,3.6527528762817383
32,4749,,3.010880947113037
32,4751,2.9114012718200684,
33,4799,,2.083491802215576
33,4849,,3.9406778812408447
33,4895,2.8150582313537598,
34,4899,,5.715780258178711
34,4949,,2.376768112182617
34,4999,,3.284296989440918
34,5039,2.832190752029419,
35,5049,,5.655483245849609
35,5099,,3.1172518730163574
35,5149,,1.881981372833252
35,5183,2.772892475128174,
36,5199,,1.9601000547409058
36,5249,,2.9638538360595703
36,5299,,2.231653928756714
36,5327,2.6967241764068604,
