epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,49,,63.20228576660156,,
0,99,,25.683504104614258,,
0,149,,42.80287551879883,,
,0,,,,36.052059173583984
,1,,,,33.478389739990234
,2,,,,33.0472526550293
,3,,,,103.86703491210938
,4,,,,77.9486083984375
,5,,,,52.32648849487305
,6,,,,36.36090087890625
,7,,,,32.5454216003418
,8,,,,94.01548767089844
,9,,,,20.75592613220215
,10,,,,37.104393005371094
,11,,,,40.76524353027344
,12,,,,31.43395233154297
,13,,,,51.00411605834961
,14,,,,31.487455368041992
,15,,,,29.73160171508789
,16,,,,36.15697479248047
,17,,,,33.765533447265625
,18,,,,66.5099868774414
,19,,,,24.41820526123047
,20,,,,40.32490539550781
,21,,,,15.173661231994629
,22,,,,13.122109413146973
,23,,,,26.054298400878906
,24,,,,29.216552734375
,25,,,,35.67707824707031
,26,,,,25.906158447265625
,27,,,,69.05775451660156
,28,,,,38.166908264160156
,29,,,,50.405582427978516
,30,,,,38.5618896484375
,31,,,,32.01510238647461
,32,,,,20.681194305419922
,33,,,,43.455867767333984
,34,,,,43.77369689941406
,35,,,,45.74982833862305
,36,,,,23.264677047729492
,37,,,,38.98751449584961
,38,,,,55.470375061035156
,39,,,,7.082770347595215
,40,,,,62.317100524902344
0,160,,,40.08152770996094,
0,160,70.6556396484375,,,
1,199,,25.817476272583008,,
1,249,,17.33245277404785,,
1,299,,8.06393814086914,,
,41,,,,11.458728790283203
,42,,,,11.321325302124023
,43,,,,13.132177352905273
,44,,,,31.31527328491211
,45,,,,25.911375045776367
,46,,,,15.730252265930176
,47,,,,13.455802917480469
,48,,,,11.209092140197754
,49,,,,26.231273651123047
,50,,,,7.97605037689209
,51,,,,12.403489112854004
,52,,,,13.047982215881348
,53,,,,11.604933738708496
,54,,,,16.969104766845703
,55,,,,10.110878944396973
,56,,,,9.15488052368164
,57,,,,13.208512306213379
,58,,,,11.850335121154785
,59,,,,20.876619338989258
,60,,,,8.151309967041016
,61,,,,12.749465942382812
,62,,,,6.899960994720459
,63,,,,4.915035247802734
,64,,,,11.211885452270508
,65,,,,9.620064735412598
,66,,,,17.463075637817383
,67,,,,10.484766006469727
,68,,,,23.76333236694336
,69,,,,12.595762252807617
,70,,,,16.784992218017578
,71,,,,12.53703498840332
,72,,,,9.96566390991211
,73,,,,7.823582172393799
,74,,,,14.812602996826172
,75,,,,15.2171630859375
,76,,,,13.748526573181152
,77,,,,6.474582672119141
,78,,,,13.879739761352539
,79,,,,18.123741149902344
,80,,,,3.551623821258545
,81,,,,18.253263473510742
1,321,,,13.488224029541016,
1,321,23.777185440063477,,,
2,349,,4.5041961669921875,,
2,399,,11.598785400390625,,
2,449,,6.559403419494629,,
,82,,,,3.9768779277801514
,83,,,,4.338915824890137
,84,,,,4.619150638580322
,85,,,,11.25623607635498
,86,,,,10.461692810058594
,87,,,,5.369612216949463
,88,,,,5.354666709899902
,89,,,,4.612220287322998
,90,,,,8.858397483825684
,91,,,,3.211782455444336
,92,,,,4.31621789932251
,93,,,,4.706137657165527
,94,,,,5.360196113586426
,95,,,,6.855320930480957
,96,,,,3.564795970916748
,97,,,,3.385067939758301
,98,,,,5.285529136657715
,99,,,,4.385613441467285
,100,,,,7.479625701904297
,101,,,,3.457577705383301
,102,,,,4.502301216125488
,103,,,,2.467581272125244
,104,,,,1.9858943223953247
,105,,,,4.728185653686523
,106,,,,3.0921716690063477
,107,,,,6.48577356338501
,108,,,,4.697999477386475
,109,,,,8.718473434448242
,110,,,,5.211673736572266
,111,,,,5.983125686645508
,112,,,,4.702968597412109
,113,,,,3.8102149963378906
,114,,,,3.722127914428711
,115,,,,5.732080459594727
,116,,,,6.389594554901123
,117,,,,4.778621196746826
,118,,,,2.4234111309051514
,119,,,,5.1971659660339355
,120,,,,6.520881175994873
,121,,,,1.812196969985962
,122,,,,6.12408447265625
2,482,,,5.105006217956543,
2,482,8.026296615600586,,,
3,499,,2.3662214279174805,,
3,549,,5.444834232330322,,
3,599,,2.236302375793457,,
,123,,,,2.269279718399048
,124,,,,2.5553159713745117
,125,,,,2.673685312271118
,126,,,,6.026459693908691
,127,,,,5.536378860473633
,128,,,,2.660098075866699
,129,,,,3.498673915863037
,130,,,,2.550065279006958
,131,,,,4.264195919036865
,132,,,,1.8682513236999512
,133,,,,2.3324849605560303
,134,,,,2.4876046180725098
,135,,,,3.299898147583008
,136,,,,4.0034308433532715
,137,,,,1.927729845046997
,138,,,,1.8857648372650146
,139,,,,3.2828540802001953
,140,,,,2.526563882827759
,141,,,,4.060766220092773
,142,,,,1.9777190685272217
,143,,,,2.403855323791504
,144,,,,1.6555558443069458
,145,,,,1.3188395500183105
,146,,,,3.032594680786133
,147,,,,1.6625725030899048
,148,,,,3.4941768646240234
,149,,,,2.8735480308532715
