epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,49,,1.3499830961227417,,
0,99,,1.3420803546905518,,
,0,,,,1.0277409553527832
,1,,,,1.1462037563323975
,2,,,,1.3717323541641235
,3,,,,0.8023108243942261
,4,,,,0.3571836054325104
0,144,,,1.0440667867660522,
0,144,1.2237248420715332,,,
1,149,,1.539831280708313,,
1,199,,1.0106109380722046,,
1,249,,1.3192839622497559,,
,5,,,,0.9066529273986816
,6,,,,1.0155795812606812
,7,,,,1.1454485654830933
,8,,,,0.8283533453941345
,9,,,,0.4843275547027588
1,289,,,0.9452039003372192,
1,289,1.0095291137695312,,,
2,299,,0.9315423369407654,,
2,349,,0.6204333901405334,,
2,399,,1.14559006690979,,
,10,,,,0.897578775882721
,11,,,,0.9818663597106934
,12,,,,1.1257604360580444
,13,,,,0.8427752256393433
,14,,,,0.5245736837387085
2,434,,,0.9362645149230957,
2,434,0.9796158075332642,,,
3,449,,0.9774017333984375,,
3,499,,1.3440062999725342,,
3,549,,1.225233554840088,,
,15,,,,0.9013928771018982
,16,,,,0.9301123023033142
,17,,,,1.0942485332489014
,18,,,,0.8010376691818237
,19,,,,0.4712224304676056
3,579,,,0.9046111106872559,
3,579,0.929218590259552,,,
4,599,,0.6378597021102905,,
4,649,,1.0715445280075073,,
4,699,,0.8567869663238525,,
,20,,,,0.8280998468399048
,21,,,,0.8393955230712891
,22,,,,0.8987424969673157
,23,,,,0.7258387804031372
,24,,,,0.5390221476554871
4,724,,,0.8063134551048279,
4,724,0.8529539704322815,,,
5,749,,0.7632635831832886,,
5,799,,0.9121142029762268,,
5,849,,0.634833037853241,,
,25,,,,0.4596906304359436
,26,,,,0.44630447030067444
,27,,,,0.4847763180732727
,28,,,,0.43745702505111694
,29,,,,0.503075122833252
5,869,,,0.4597640633583069,
5,869,0.7567919492721558,,,
6,899,,0.8612209558486938,,
6,949,,0.446374773979187,,
6,999,,0.41481608152389526,,
,30,,,,0.41378384828567505
,31,,,,0.4506244659423828
,32,,,,0.44414180517196655
,33,,,,0.3763631582260132
,34,,,,0.5516759157180786
6,1014,,,0.42890170216560364,
6,1014,0.6758342981338501,,,
7,1049,,0.8205617666244507,,
7,1099,,0.7750032544136047,,
7,1149,,0.5646551251411438,,
,35,,,,0.3230820596218109
,36,,,,0.33044230937957764
,37,,,,0.33968278765678406
,38,,,,0.3577040433883667
,39,,,,0.5403717756271362
7,1159,,,0.34964805841445923,
7,1159,0.5976556539535522,,,
8,1199,,0.5923259258270264,,
8,1249,,0.40906018018722534,,
8,1299,,0.2864956259727478,,
,40,,,,0.3168606758117676
,41,,,,0.358888179063797
,42,,,,0.42714759707450867
,43,,,,0.3402666449546814
,44,,,,0.4493149518966675
8,1304,,,0.3659980893135071,
8,1304,0.5378348231315613,,,
9,1349,,0.4976395070552826,,
9,1399,,0.3522147536277771,,
9,1449,,0.33590468764305115,,
,45,,,,0.250797301530838
,46,,,,0.27769482135772705
,47,,,,0.3332555890083313
,48,,,,0.29938074946403503
,49,,,,0.5180274248123169
9,1449,,,0.30367887020111084,
9,1449,0.5454782247543335,,,
10,1499,,0.33659425377845764,,
10,1549,,0.40443235635757446,,
,50,,,,0.26880186796188354
,51,,,,0.25777655839920044
,52,,,,0.3715320825576782
,53,,,,0.3058766722679138
,54,,,,0.4513118863105774
10,1594,,,0.3098388612270355,
10,1594,0.4859979450702667,,,
11,1599,,0.2044430524110794,,
11,1649,,0.5165835618972778,,
11,1699,,0.3994358479976654,,
,55,,,,0.24519124627113342
,56,,,,0.23019149899482727
,57,,,,0.3446497321128845
,58,,,,0.3051546812057495
,59,,,,0.5285279750823975
11,1739,,,0.2958398163318634,
11,1739,0.47992417216300964,,,
12,1749,,0.48508596420288086,,
12,1799,,1.0606274604797363,,
12,1849,,0.54852294921875,,
,60,,,,0.16143125295639038
,61,,,,0.16536575555801392
,62,,,,0.2208337038755417
,63,,,,0.23886781930923462
,64,,,,0.7315285801887512
12,1884,,,0.2280895709991455,
12,1884,0.4593888521194458,,,
13,1899,,0.5231341123580933,,
13,1949,,0.2413485050201416,,
13,1999,,0.45866858959198,,
,65,,,,0.22459731996059418
,66,,,,0.21772973239421844
,67,,,,0.2922070324420929
,68,,,,0.2750670909881592
,69,,,,0.6217349767684937
13,2029,,,0.2741258442401886,
13,2029,0.463582307100296,,,
14,2049,,0.23848219215869904,,
14,2099,,0.5638473033905029,,
14,2149,,0.255033016204834,,
,70,,,,0.1858055293560028
,71,,,,0.19099044799804688
