epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,49,,9.803609848022461,,
0,99,,9.60080337524414,,
0,149,,9.016983985900879,,
,0,,,,8.501976013183594
,1,,,,7.571332931518555
,2,,,,12.748289108276367
,3,,,,9.757156372070312
,4,,,,7.7706804275512695
,5,,,,7.956517696380615
,6,,,,8.173023223876953
,7,,,,8.966028213500977
,8,,,,6.8602190017700195
,9,,,,7.407166481018066
,10,,,,4.4718217849731445
,11,,,,8.629766464233398
,12,,,,5.867825508117676
,13,,,,5.35698127746582
,14,,,,8.212535858154297
,15,,,,8.581310272216797
,16,,,,6.277980804443359
,17,,,,7.702552795410156
,18,,,,9.626443862915039
,19,,,,11.727497100830078
,20,,,,8.295547485351562
,21,,,,7.76765251159668
,22,,,,3.9155642986297607
,23,,,,6.692515850067139
,24,,,,7.9106764793396
,25,,,,10.792997360229492
,26,,,,10.67154598236084
,27,,,,8.822458267211914
,28,,,,8.554315567016602
,29,,,,8.71638011932373
,30,,,,6.167893886566162
,31,,,,4.345831871032715
,32,,,,7.301949501037598
,33,,,,5.013463020324707
,34,,,,5.6446380615234375
,35,,,,5.770526885986328
,36,,,,7.433856010437012
,37,,,,5.9204912185668945
,38,,,,9.294727325439453
,39,,,,7.685669898986816
,40,,,,10.228010177612305
0,161,,,7.756896018981934,
0,161,7.676355361938477,,,
1,199,,5.89565372467041,,
1,249,,7.628852844238281,,
1,299,,8.241350173950195,,
,41,,,,7.102904319763184
,42,,,,5.986916542053223
,43,,,,10.029387474060059
,44,,,,7.985185623168945
,45,,,,7.019993782043457
,46,,,,6.3298139572143555
,47,,,,8.303257942199707
,48,,,,8.561588287353516
,49,,,,6.677665710449219
,50,,,,6.291501522064209
,51,,,,4.548492908477783
,52,,,,7.031323432922363
,53,,,,5.675939083099365
,54,,,,5.0400285720825195
,55,,,,8.103605270385742
,56,,,,7.295068740844727
,57,,,,6.132584571838379
,58,,,,6.583211898803711
,59,,,,7.920024871826172
,60,,,,10.00894546508789
,61,,,,7.292220592498779
,62,,,,6.458736896514893
,63,,,,4.057643890380859
,64,,,,6.514960765838623
,65,,,,7.866706848144531
,66,,,,9.58003044128418
,67,,,,10.096512794494629
,68,,,,7.033820152282715
,69,,,,8.29416275024414
,70,,,,8.161270141601562
,71,,,,5.8242340087890625
,72,,,,3.8840153217315674
,73,,,,7.041505813598633
,74,,,,5.072788715362549
,75,,,,5.663484573364258
,76,,,,6.966294765472412
,77,,,,6.515158176422119
,78,,,,5.705852031707764
,79,,,,7.773443698883057
,80,,,,6.930142402648926
,81,,,,9.440322875976562
1,323,,,7.018073081970215,
1,323,6.924821376800537,,,
2,349,,7.979771614074707,,
2,399,,8.16261100769043,,
2,449,,9.114973068237305,,
,82,,,,5.326729774475098
,83,,,,4.422031402587891
,84,,,,9.121854782104492
,85,,,,7.687575340270996
,86,,,,5.413581848144531
,87,,,,4.11592960357666
,88,,,,6.203413963317871
,89,,,,6.4461517333984375
,90,,,,5.783079624176025
,91,,,,5.9559831619262695
,92,,,,3.8013696670532227
,93,,,,3.686614990234375
,94,,,,5.185824394226074
