Symbol
MRPL9
FLNB
ESYT2
SMU1
MAPK3
MRGBP
XAB2
HMOX2
SSRP1
FAHD1
ASPH
RABL3
SDHA
MRPL40
PSMB5
NUDT1
PRKDC
SURF6
CDK5
MRPS16
WDR5
SNAPIN
KIF11
TRUB1
CD2BP2
SNX2
MTHFD1L
EBAG9
PHGDH
RPP25L
UBQLN1
PSPH
ATP6V0A1
CMPK1
PTMS
POR
CTSB
ASNS
PPP1CB
ETFB
MRPL18
RRP9
CREG1
ATAD2
MAT2B
WDR1
SNRPD1
AKR7A2
MRPL46
NDUFA2
SUGT1
HNRNPA3
CASP3
PPIA
KPNA4
CKAP4
GTF2B
KDM2A
CHMP6
ATP6V1G1
RPS18
WDR74
HSP90AA1
MSH2
CAD
RUVBL2
SNRPA
HSPA5
CBR3
PTPN11
LARP4
SLC25A1
SLC2A1
UBTF
BZW2
KTN1
ADAM10
SUPV3L1
HDAC2
RSU1
PDCD11
IMPA1
MRPS26
LRRC40
NPM1
ACTR1A
GRPEL1
AAAS
PPIL1
GUK1
SLC27A4
TEX264
ARF4
DDX18
NDUFA13
GEMIN5
TOP2A
CYB5B
GNA11
ECHS1
PARP1
YWHAQ
UCHL5
DDX6
HSP90AB1
MRPL23
PCBP2
WBP11
FXN
GTPBP1
NOL7
CELF1
HNRNPU
TSN
AURKB
HDLBP
ATP6V1B2
CDK1
CDKN2AIP
BUB3
RTF1
POLDIP3
GLRX5
UFC1
EHMT1
TERF2IP
CSTB
NCOR2
PDCD6
INCENP
PDP1
REPS1
IPO7
KPNB1
CHMP1A
COPZ1
SART1
NPLOC4
SAR1A
UBE2L3
MRPL22
AKAP12
CSDE1
APRT
CCT5
EFTUD2
PTK2
IMP3
DNAJC2
F11R
RPRD1B
NTMT1
SRSF7
IDH2
PELP1
CHMP2B
SQSTM1
COX5A
BRD4
RANBP3
PSMF1
NOP10
MAPK1
RAB33B
PRMT5
IDI1
TJP1
EMC10
SUGP2
SYMPK
SCAMP2
TUBA1C
NUDT5
VCL
HSPA2
SLC39A10
ERGIC1
TMED4
ABCF1
RAP1A
EIF2S1
CNOT2
SWAP70
RING1
PYGB
PUS1
PIH1D1
LSG1
STIM1
GNA13
NDUFAB1
DHX16
EHMT2
NDUFB2
NDUFB1
PCNA
THOP1
GTF2F2
NDUFA10
DLST
SLC7A1
HDAC1
NMT1
WDR70
CAPN1
APEX1
DDX1
GNG5
TRA2B
ANXA4
WDR77
PPA2
RPN2
MYO18A
SET
CALR
IVD
DCTN2
IRGQ
AARS2
SLTM
SCCPDH
AMFR
UBQLN4
LETM1
ZC3HAV1
PPT1
RPL30
PKN1
APMAP
SUPT16H
COX5B
PREB
RAB7A
CSE1L
YWHAZ
EIF2A
SRSF1
PEPD
ASCC2
CORO1B
TOR1AIP1
NLE1
SEC24C
GGH
DNMT1
PRDX6
DEK
TOP1
ACSL3
MLEC
NDUFAF2
BID
ATP6V1C1
SMARCB1
EIF5
MRTO4
CPOX
TACO1
PSMB7
CAPZB
SRSF6
NACC1
NUP107
SRP68
HINT2
UQCRH
AP2A1
VPS35
NAMPT
PGM2
OXA1L
ARFGAP1
SF3A1
SRP54
EMC7
