Symbol
PCMT1
IQGAP1
PPIC
ACLY
ILK
GRWD1
S100A13
ECH1
MRPS16
VAT1
DDX10
NIT1
TM9SF2
NUSAP1
TRAPPC3
USP14
GAPDH
PHGDH
DUSP3
MBNL1
REEP5
HAT1
HYOU1
ALDH7A1
RRP8
CTTN
LSM6
CPSF4
TCERG1
BAX
DFFA
RNH1
ETFB
APOE
CREG1
CNDP2
GLOD4
NCAPD2
HSPA8
ARHGAP1
AKR7A2
NRAS
MYCBP
RNMT
NENF
DECR1
LIG1
CASP3
STX4
CRKL
DAXX
SCRN1
RPS5
RPA2
HSPA4
DDX42
CHMP6
ME2
ATG3
PLCB3
NUP93
KIF2C
ACAA1
POLR2I
CBR3
IGF2BP2
RPN1
SYNE2
HMGCS1
BZW2
PCBD1
KTN1
CAST
CRTAP
SUPV3L1
P4HA2
FIS1
ADAM10
RSU1
PTPRF
HDAC2
RAE1
AKAP8L
SACM1L
PTPN1
SCP2
TMCO1
MVP
STAMBP
CRK
RALA
COPS7A
DSG2
RNPS1
ACAT2
IGF2R
TOP2A
CISD1
IDE
PAFAH1B1
OXSR1
PNKP
DAG1
G3BP1
GNA11
PPIE
PARP1
SYPL1
DNTTIP2
TIMM9
NNT
DLD
IARS2
TPM1
LRPAP1
CCDC86
ALDOA
PYCR1
AURKB
CSK
HADH
FDFT1
CDK1
ACBD3
UFM1
GFPT1
COASY
ATP1B1
XPNPEP1
CPNE3
GAA
SUZ12
NUP85
TERF2IP
RALB
SNX6
TRAP1
CD44
RFC2
PAICS
VAPB
MAN2B1
UGDH
PTK2
TM9SF3
ADH5
PSMD4
ELAC2
RUVBL1
SPR
LAP3
SQSTM1
EPB41L2
BAG3
DNAJA3
COPB2
PSMF1
CLIC4
CALU
CLPX
PLOD3
GNAI2
SMC4
TJP1
TXNRD1
NIPSNAP1
STAT1
NOSIP
CIRBP
ANXA7
RRP1B
USP7
ABCF1
MAT2A
SMARCC1
PWP1
PIH1D1
RBM6
PIN1
SPEN
PSME1
ITGB5
DNAJB1
SKP1
RPA1
PCNA
CLTB
ENOPH1
PCK2
TOMM34
TMED10
NMT1
SMNDC1
CBR1
CAPN1
GLRX
TXLNA
SMARCD2
BLMH
PLS1
SMARCA4
RPA3
CDC42
CNPY3
DHRS7
PUF60
TPD52L2
GNAS
HEATR1
NUCB2
MCM3
MSH6
STXBP1
MTHFD2
MRPS2
SCCPDH
TMEM109
RPS6
NUP133
ADI1
STMN1
RFC5
SLC25A13
AKAP8
CREB1
PNP
TUBB6
EXOSC4
POLR1C
CIAPIN1
PDLIM1
CAT
HSPD1
EBNA1BP2
LBR
MRPL19
ARHGEF2
PSIP1
DNMT1
PDIA5
PAFAH1B3
HK1
CSNK2A2
SMC3
PDS5A
NVL
PDHX
MLEC
RHOA
SDHB
EIF5
MPZL1
UBR7
ELAVL1
RRS1
BAD
BID
DRAP1
RRP12
CEBPZ
PRPF4
CTNND1
HEBP1
PAF1
NUP88
FKBP4
CRYZ
YME1L1
RAB21
CSNK1A1
PGM1
OXCT1
OXA1L
CLTC
BLVRA
PCCB
YKT6
SFN
