epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
0,49,,9.36281967163086,,
0,99,,10.149280548095703,,
0,149,,4.650237560272217,,
,0,,,,9.36064338684082
,1,,,,8.912044525146484
,2,,,,8.961339950561523
,3,,,,20.654117584228516
,4,,,,17.65064239501953
,5,,,,10.44667911529541
,6,,,,10.971793174743652
,7,,,,7.987361907958984
,8,,,,14.418512344360352
,9,,,,7.6830220222473145
,10,,,,10.906002044677734
,11,,,,9.429543495178223
,12,,,,8.427846908569336
,13,,,,12.188554763793945
,14,,,,8.842803955078125
,15,,,,7.142396926879883
,16,,,,10.445032119750977
,17,,,,10.449197769165039
,18,,,,15.119327545166016
,19,,,,6.537272930145264
,20,,,,10.352359771728516
,21,,,,7.354697227478027
,22,,,,3.9497733116149902
,23,,,,8.474165916442871
,24,,,,8.920604705810547
,25,,,,11.625509262084961
,26,,,,9.692276000976562
,27,,,,16.401704788208008
,28,,,,6.948695182800293
,29,,,,9.86744499206543
,30,,,,9.883611679077148
,31,,,,7.275528907775879
,32,,,,8.275101661682129
,33,,,,9.615560531616211
,34,,,,9.590904235839844
,35,,,,8.684871673583984
,36,,,,4.575848579406738
,37,,,,9.8218994140625
,38,,,,13.072341918945312
,39,,,,4.967135906219482
,40,,,,10.849471092224121
0,160,,,9.905949592590332,
0,160,9.751758575439453,,,
1,199,,9.879672050476074,,
1,249,,10.92491340637207,,
1,299,,4.873270034790039,,
,41,,,,6.616186618804932
,42,,,,6.976693630218506
,43,,,,7.627284049987793
,44,,,,16.836952209472656
,45,,,,14.473249435424805
,46,,,,8.051115036010742
,47,,,,9.282873153686523
,48,,,,6.9993157386779785
,49,,,,10.750497817993164
,50,,,,7.018653869628906
,51,,,,8.12173843383789
,52,,,,6.224672794342041
,53,,,,7.306469917297363
,54,,,,8.515508651733398
,55,,,,7.026876449584961
,56,,,,6.527568817138672
,57,,,,8.044486045837402
,58,,,,8.760387420654297
,59,,,,11.642011642456055
,60,,,,5.363165855407715
,61,,,,8.44978141784668
,62,,,,5.976624488830566
,63,,,,4.312928199768066
,64,,,,7.890050888061523
,65,,,,7.326846122741699
,66,,,,9.323206901550293
,67,,,,6.9704742431640625
